time;suction_mt;rc_mt_comp1;tamb;mt_comp1;mt_comp2;mt_comp3;mt_comp4;mt_pwr_tot;suction_lt;rc_lt_comp1;lt_comp1;lt_comp2;lt_comp3;lt_pwr_tot
21 06 2019 14:40:00;-11.8;97;32.6;Active;Active;Inactive;Inactive;60;-33.5;46;Active;Active;Active;22.8
21 06 2019 14:45:00;-14.2;52;32.5;Active;Active;Active;Inactive;60;-35;19;Active;Active;Active;21.6
21 06 2019 14:50:00;-14.9;42;32.4;Active;Active;Active;Inactive;60;-33.3;71;Active;Inactive;Active;24
21 06 2019 14:55:00;-15.4;33;32.4;Active;Inactive;Active;Active;48;-34.1;28;Active;Active;Active;21.6
21 06 2019 15:00:00;-14.4;54;32.4;Active;Inactive;Active;Active;48;-32.2;76;Active;Inactive;Inactive;22.8
21 06 2019 15:05:00;-15.2;43;32.4;Active;Inactive;Active;Active;60;-34.3;22;Active;Active;Active;22.8
21 06 2019 15:10:00;-14.9;38;32.4;Active;Inactive;Active;Active;48;-33;55;Active;Inactive;Active;22.8
21 06 2019 15:15:00;-16.5;10;32.4;Active;Inactive;Active;Active;60;-32.2;74;Active;Inactive;Active;24
21 06 2019 15:20:00;-12.3;48;32.1;Active;Inactive;Active;Active;60;-33;43;Active;Active;Active;24
21 06 2019 15:25:00;-13;80;31.8;Active;Inactive;Active;Inactive;48;-35.1;25;Active;Active;Active;22.8
21 06 2019 15:30:00;-10.8;48;31.4;Active;Inactive;Active;Active;60;-33;78;Active;Active;Inactive;22.8
21 06 2019 15:35:00;-14.2;59;31;Active;Inactive;Active;Active;60;-31.8;100;Active;Active;Inactive;22.8
21 06 2019 15:40:00;-14.1;55;30.5;Active;Inactive;Active;Inactive;60;-32.1;100;Active;Active;Inactive;26.4
21 06 2019 15:45:00;-16.3;19;30.4;Active;Inactive;Inactive;Active;48;-32.6;100;Active;Active;Inactive;26.4
21 06 2019 15:50:00;-14.2;64;30.4;Active;Inactive;Inactive;Active;48;-34.6;80;Active;Active;Inactive;25.2
21 06 2019 15:55:00;-16.2;29;30.4;Active;Inactive;Inactive;Active;48;-31.3;100;Active;Active;Inactive;26.4
21 06 2019 16:00:00;-11.4;100;30.5;Active;Inactive;Inactive;Active;60;-33.9;100;Active;Active;Inactive;21.6
21 06 2019 16:05:00;-14.4;66;30.6;Active;Active;Inactive;Active;48;-32.1;68;Active;Inactive;Active;22.8
21 06 2019 16:10:00;-16.2;15;30.6;Active;Inactive;Inactive;Active;48;-32.1;67;Active;Inactive;Active;21.6
21 06 2019 16:15:00;-15.5;34;30.7;Active;Inactive;Inactive;Active;48;-31.9;83;Active;Inactive;Active;22.8
21 06 2019 16:20:00;-13.5;63;30.7;Active;Active;Inactive;Inactive;48;-32.5;90;Active;Inactive;Active;18
21 06 2019 16:25:00;-15.7;34;30.7;Active;Active;Inactive;Inactive;60;-32.4;91;Active;Inactive;Active;24
21 06 2019 16:30:00;-13.4;83;30.6;Active;Inactive;Inactive;Inactive;48;-31;100;Active;Inactive;Active;22.8
21 06 2019 16:35:00;-15.8;28;30.1;Active;Active;Inactive;Inactive;60;-31.3;100;Active;Inactive;Active;24
21 06 2019 16:40:00;-17.8;0;29.8;Active;Active;Inactive;Inactive;48;-34;68;Active;Inactive;Active;26.4
21 06 2019 16:45:00;-11.4;100;29.5;Active;Active;Inactive;Inactive;60;-31.8;72;Active;Active;Inactive;27.6
21 06 2019 16:50:00;-15.4;33;29.3;Active;Active;Active;Inactive;48;-31.6;78;Active;Inactive;Active;26.4
21 06 2019 16:55:00;-13.3;69;29;Active;Active;Inactive;Inactive;60;-32.4;66;Active;Inactive;Active;27.6
21 06 2019 17:00:00;-14.8;44;29;Active;Active;Active;Inactive;60;-31.6;83;Active;Inactive;Active;26.4
21 06 2019 17:05:00;-13.9;67;28.8;Active;Active;Inactive;Inactive;60;-31.6;83;Active;Inactive;Active;25.2
21 06 2019 17:10:00;-13.4;68;28.5;Active;Active;Active;Inactive;60;-31.1;94;Active;Inactive;Active;22.8
21 06 2019 17:15:00;-15.2;39;28.2;Active;Active;Inactive;Active;60;-30.5;100;Active;Inactive;Active;24
21 06 2019 17:20:00;-12.4;92;27.9;Active;Active;Inactive;Active;60;-33.1;60;Active;Active;Active;24
21 06 2019 17:25:00;-16.2;17;27.7;Active;Active;Active;Inactive;60;-33.1;80;Active;Active;Active;25.2
21 06 2019 17:30:00;-12.7;79;27.5;Active;Inactive;Active;Active;60;-34.1;72;Active;Active;Active;25.2
21 06 2019 17:35:00;-15.8;23;27.3;Active;Inactive;Active;Inactive;60;-34.4;78;Active;Active;Active;24
21 06 2019 17:40:00;-17;2;27.1;Active;Inactive;Active;Active;48;-33;100;Active;Active;Inactive;21.6
21 06 2019 17:45:00;-12.4;76;26.9;Active;Inactive;Active;Inactive;48;-33;100;Active;Active;Inactive;22.8
21 06 2019 17:50:00;-13.9;56;26.7;Active;Inactive;Active;Inactive;48;-32.9;100;Active;Active;Inactive;21.6
21 06 2019 17:55:00;-14.4;46;26.5;Active;Inactive;Active;Active;60;-34.9;80;Active;Active;Inactive;22.8
21 06 2019 18:00:00;-16.5;20;26.3;Active;Inactive;Active;Active;48;-33.7;100;Active;Active;Inactive;21.6
21 06 2019 18:05:00;-11.1;100;26;Active;Inactive;Active;Inactive;60;-33.1;100;Active;Active;Inactive;21.6
21 06 2019 18:10:00;-14.2;60;25.8;Active;Inactive;Active;Active;48;-34;27;Active;Inactive;Active;22.8
21 06 2019 18:15:00;-10.8;100;25.5;Active;Inactive;Inactive;Active;60;-32.3;80;Active;Inactive;Active;22.8
21 06 2019 18:20:00;-16.2;17;25.3;Active;Inactive;Inactive;Active;36;-33.2;73;Active;Inactive;Active;22.8
21 06 2019 18:25:00;-13.3;79;25;Active;Inactive;Inactive;Active;60;-33.4;87;Active;Inactive;Active;22.8
21 06 2019 18:30:00;-11.5;100;24.9;Active;Inactive;Inactive;Active;48;-33.7;37;Active;Active;Active;19.2
21 06 2019 18:35:00;-15.5;30;24.8;Active;Active;Inactive;Inactive;36;-32.2;76;Active;Inactive;Active;21.6
21 06 2019 18:40:00;-10.3;52;24.5;Active;Inactive;Inactive;Inactive;60;-30.2;76;Active;Inactive;Active;25.2
21 06 2019 18:45:00;-16.5;5;24.4;Active;Active;Inactive;Inactive;48;-33.9;39;Active;Active;Active;24
21 06 2019 18:50:00;-14.1;53;24.4;Active;Active;Inactive;Inactive;48;-33.6;58;Active;Active;Inactive;22.8
21 06 2019 18:55:00;-16.3;13;24.3;Active;Active;Active;Inactive;48;-33.4;38;Active;Active;Active;24
21 06 2019 19:00:00;-12.3;97;24.3;Active;Inactive;Inactive;Inactive;36;-31.4;100;Active;Inactive;Inactive;20.4
21 06 2019 19:05:00;-16.2;19;24.1;Active;Inactive;Inactive;Inactive;48;-34.2;22;Active;Active;Inactive;22.8
21 06 2019 19:10:00;-14.2;59;23.9;Active;Inactive;Active;Inactive;48;-33.7;31;Active;Active;Active;25.2
21 06 2019 19:15:00;-14.9;40;23.8;Active;Inactive;Active;Inactive;48;-34;51;Active;Active;Active;20.4
21 06 2019 19:20:00;-14.8;56;23.7;Active;Inactive;Active;Inactive;36;-32.4;58;Active;Inactive;Active;18
21 06 2019 19:25:00;-12.3;88;23.5;Active;Active;Inactive;Inactive;36;-31.4;95;Active;Inactive;Active;22.8
21 06 2019 19:30:00;-11.6;100;23.4;Active;Active;Inactive;Inactive;36;-32;82;Active;Inactive;Active;22.8
21 06 2019 19:35:00;-15.4;37;23.3;Active;Active;Inactive;Inactive;36;-33.5;59;Active;Inactive;Active;21.6
21 06 2019 19:40:00;-16.2;24;23.2;Active;Active;Active;Inactive;48;-31.8;100;Active;Inactive;Active;24
21 06 2019 19:45:00;-14.4;48;23;Active;Active;Active;Inactive;36;-34.9;12;Active;Active;Active;22.8
21 06 2019 19:50:00;-10.1;64;22.9;Active;Active;Inactive;Inactive;48;-32.3;58;Active;Active;Inactive;21.6
21 06 2019 19:55:00;-15.2;32;22.8;Active;Active;Inactive;Inactive;24;-32;81;Active;Inactive;Inactive;21.6
21 06 2019 20:00:00;-14.5;58;22.6;Active;Active;Inactive;Inactive;48;-31;90;Active;Active;Inactive;24
21 06 2019 20:05:00;-12.2;63;22.4;Active;Inactive;Active;Active;48;-33.9;42;Active;Active;Active;21.6
21 06 2019 20:10:00;-14.5;48;22.2;Active;Inactive;Active;Inactive;36;-29.9;100;Active;Inactive;Inactive;22.8
21 06 2019 20:15:00;-14.2;56;22;Active;Inactive;Active;Inactive;36;-31;92;Active;Inactive;Active;24
21 06 2019 20:20:00;-16.3;16;21.9;Active;Inactive;Active;Inactive;48;-35;17;Active;Active;Active;21.6
21 06 2019 20:25:00;-16.5;10;21.8;Active;Inactive;Active;Active;36;-34.8;3;Active;Inactive;Inactive;21.6
21 06 2019 20:30:00;-14.8;52;21.6;Active;Inactive;Active;Inactive;36;-33.4;51;Active;Active;Inactive;21.6
21 06 2019 20:35:00;-16;19;21.5;Active;Inactive;Active;Inactive;36;-32.5;54;Active;Active;Inactive;18
21 06 2019 20:40:00;-13.3;77;21.4;Active;Inactive;Active;Inactive;36;-32.4;62;Active;Inactive;Inactive;20.4
21 06 2019 20:45:00;-15.5;40;21.3;Active;Inactive;Active;Inactive;36;-31.2;88;Active;Inactive;Inactive;20.4
21 06 2019 20:50:00;-12.6;82;21.1;Active;Inactive;Inactive;Active;36;-31.7;77;Active;Inactive;Inactive;21.6
21 06 2019 20:55:00;-14.6;47;21;Active;Inactive;Inactive;Active;36;-34.8;18;Active;Active;Inactive;21.6
21 06 2019 21:00:00;-8.7;86;20.9;Active;Inactive;Inactive;Active;72;-31.4;78;Active;Active;Inactive;22.8
21 06 2019 21:05:00;-14.6;45;20.8;Active;Active;Inactive;Active;48;-31.4;78;Active;Active;Inactive;21.6
21 06 2019 21:10:00;-11.1;100;20.7;Active;Inactive;Inactive;Active;48;-32.7;51;Active;Active;Inactive;22.8
21 06 2019 21:15:00;-14.1;56;20.6;Active;Inactive;Inactive;Active;48;-35.1;0;Active;Active;Inactive;19.2
21 06 2019 21:20:00;-13.1;73;20.4;Active;Inactive;Inactive;Active;48;-30.4;100;Active;Inactive;Inactive;21.6
21 06 2019 21:25:00;-15.4;33;20.4;Active;Inactive;Inactive;Active;48;-32.2;71;Active;Active;Inactive;21.6
21 06 2019 21:30:00;-14.1;53;20.3;Active;Inactive;Inactive;Active;36;-33.4;70;Active;Active;Inactive;20.4
21 06 2019 21:35:00;-14.2;60;20.1;Active;Inactive;Inactive;Active;48;-30.8;100;Active;Inactive;Inactive;21.6
21 06 2019 21:40:00;-12.9;87;19.9;Active;Inactive;Inactive;Active;36;-32.1;73;Active;Active;Inactive;22.8
21 06 2019 21:45:00;-13.7;61;19.9;Active;Inactive;Inactive;Active;48;-33.7;55;Active;Active;Inactive;20.4
21 06 2019 21:50:00;-12.6;93;19.6;Active;Inactive;Inactive;Inactive;36;-30.5;100;Active;Inactive;Inactive;21.6
21 06 2019 21:55:00;-14.8;43;19.5;Active;Active;Inactive;Inactive;36;-33;58;Active;Inactive;Active;21.6
21 06 2019 22:00:00;-12.2;97;19.5;Active;Inactive;Inactive;Inactive;36;-34;55;Active;Inactive;Active;20.4
21 06 2019 22:05:00;-16;16;19.4;Active;Active;Inactive;Inactive;36;-32.1;100;Active;Inactive;Inactive;20.4
21 06 2019 22:10:00;-14.4;60;19.3;Active;Inactive;Inactive;Inactive;36;-32.5;54;Active;Inactive;Active;21.6
21 06 2019 22:15:00;-15.5;32;19.2;Active;Active;Inactive;Inactive;48;-33.5;57;Active;Inactive;Active;21.6
21 06 2019 22:20:00;-14.8;49;19.1;Active;Active;Inactive;Inactive;36;-32.1;100;Active;Inactive;Inactive;19.2
21 06 2019 22:25:00;-12.4;83;19;Active;Active;Inactive;Inactive;24;-31.2;100;Active;Inactive;Inactive;21.6
21 06 2019 22:30:00;-15;45;18.9;Active;Active;Inactive;Inactive;36;-32.6;65;Active;Inactive;Active;21.6
21 06 2019 22:35:00;-14.6;54;18.8;Active;Active;Inactive;Inactive;36;-33;75;Active;Inactive;Inactive;22.8
21 06 2019 22:40:00;-13.5;78;18.8;Active;Active;Inactive;Inactive;36;-32;68;Active;Inactive;Inactive;22.8
21 06 2019 22:45:00;-10.9;52;18.7;Active;Inactive;Active;Inactive;36;-31.7;76;Active;Inactive;Inactive;22.8
21 06 2019 22:50:00;-14.2;58;18.6;Active;Inactive;Active;Inactive;36;-30.8;94;Active;Inactive;Inactive;22.8
21 06 2019 22:55:00;-17;1;18.5;Active;Inactive;Active;Active;36;-34.7;9;Active;Inactive;Active;24
21 06 2019 23:00:00;-16.3;22;18.4;Active;Inactive;Active;Inactive;36;-32.5;62;Active;Inactive;Inactive;22.8
21 06 2019 23:05:00;-15.8;25;18.3;Active;Inactive;Inactive;Active;36;-31.7;80;Active;Inactive;Inactive;16.8
21 06 2019 23:10:00;-12.7;77;18.2;Active;Inactive;Active;Inactive;36;-33.8;33;Active;Inactive;Active;20.4
21 06 2019 23:15:00;-13.8;66;18.1;Active;Inactive;Active;Inactive;36;-34.1;20;Active;Inactive;Active;21.6
21 06 2019 23:20:00;-14.2;55;18.1;Active;Inactive;Active;Inactive;24;-33.7;48;Active;Inactive;Active;22.8
21 06 2019 23:25:00;-8.7;42;18;Active;Inactive;Inactive;Active;36;-31.3;100;Active;Inactive;Inactive;19.2
21 06 2019 23:30:00;-15.7;30;18;Active;Inactive;Active;Inactive;36;-30.6;100;Active;Inactive;Inactive;22.8
21 06 2019 23:35:00;-13;75;18;Active;Inactive;Inactive;Active;24;-33.4;47;Active;Inactive;Active;25.2
21 06 2019 23:40:00;-13.3;76;17.9;Active;Inactive;Inactive;Active;36;-32.1;89;Active;Inactive;Inactive;24
21 06 2019 23:45:00;-15.2;37;17.8;Active;Inactive;Inactive;Inactive;36;-30.4;100;Active;Inactive;Inactive;26.4
21 06 2019 23:50:00;-15.2;42;17.7;Active;Inactive;Inactive;Inactive;36;-32.4;73;Active;Inactive;Inactive;24
21 06 2019 23:55:00;-14.9;53;17.7;Active;Inactive;Inactive;Inactive;36;-33.7;59;Active;Inactive;Inactive;25.2
22 06 2019 00:00:00;-12.4;100;17.7;Active;Inactive;Inactive;Inactive;36;-30.4;100;Active;Inactive;Inactive;25.2
22 06 2019 00:05:00;-13.3;73;17.6;Active;Inactive;Inactive;Active;24;-32.7;61;Active;Inactive;Inactive;19.2
22 06 2019 00:10:00;-14.9;38;17.5;Active;Inactive;Inactive;Inactive;36;-30.2;100;Active;Inactive;Inactive;22.8
22 06 2019 00:15:00;-14.9;40;17.5;Active;Inactive;Inactive;Inactive;36;-33.8;25;Active;Active;Inactive;22.8
22 06 2019 00:20:00;-14.8;41;17.4;Active;Inactive;Inactive;Active;36;-33.9;39;Active;Active;Inactive;22.8
22 06 2019 00:25:00;-16.8;2;17.3;Active;Inactive;Inactive;Active;36;-33.6;70;Active;Active;Inactive;22.8
22 06 2019 00:30:00;-15.8;33;17.3;Active;Inactive;Inactive;Active;36;-32.9;100;Active;Inactive;Inactive;20.4
22 06 2019 00:35:00;-13.3;72;17.3;Active;Inactive;Inactive;Inactive;36;-30.4;100;Active;Inactive;Inactive;22.8
22 06 2019 00:40:00;-14.1;58;17.3;Active;Inactive;Inactive;Inactive;24;-33.6;51;Active;Active;Inactive;21.6
22 06 2019 00:45:00;-13.1;74;17.2;Active;Active;Inactive;Inactive;36;-32.2;87;Active;Inactive;Inactive;20.4
22 06 2019 00:50:00;-14.5;46;17.2;Active;Active;Inactive;Inactive;36;-32.3;58;Active;Active;Inactive;22.8
22 06 2019 00:55:00;-15.8;32;17.2;Active;Inactive;Inactive;Inactive;36;-35.2;0;Active;Active;Inactive;20.4
22 06 2019 01:00:00;-14.8;59;17.1;Active;Inactive;Inactive;Inactive;36;-32.6;67;Active;Inactive;Inactive;21.6
22 06 2019 01:05:00;-13.5;62;17;Active;Active;Inactive;Inactive;48;-31.7;71;Active;Active;Inactive;22.8
22 06 2019 01:10:00;-15.7;23;17;Active;Active;Inactive;Inactive;24;-33;49;Active;Inactive;Inactive;19.2
22 06 2019 01:15:00;-13.7;68;17;Active;Active;Inactive;Inactive;36;-31.7;82;Active;Inactive;Inactive;21.6
22 06 2019 01:20:00;-13.8;73;16.9;Active;Active;Inactive;Inactive;36;-32.4;61;Active;Active;Inactive;20.4
22 06 2019 01:25:00;-13.7;65;16.9;Active;Inactive;Active;Inactive;36;-31.5;88;Active;Inactive;Inactive;20.4
22 06 2019 01:30:00;-14.9;48;16.9;Active;Inactive;Active;Inactive;36;-30.4;66;Active;Inactive;Active;18
22 06 2019 01:35:00;-13.7;77;16.9;Active;Inactive;Active;Inactive;36;-33.3;66;Active;Inactive;Active;21.6
22 06 2019 01:40:00;-16.8;26;16.9;Active;Inactive;Active;Inactive;12;-33.9;70;Active;Inactive;Inactive;20.4
22 06 2019 01:45:00;-17.1;0;16.9;Active;Active;Inactive;Inactive;36;-32.5;54;Active;Inactive;Active;21.6
22 06 2019 01:50:00;-15.5;28;16.9;Active;Active;Active;Inactive;36;-33.4;43;Active;Inactive;Inactive;20.4
22 06 2019 01:55:00;-13.4;68;16.9;Active;Inactive;Inactive;Inactive;36;-32.4;79;Active;Inactive;Inactive;20.4
22 06 2019 02:00:00;-16.5;13;16.8;Active;Active;Active;Inactive;24;-33.9;33;Active;Inactive;Active;20.4
22 06 2019 02:05:00;-17;13;16.8;Active;Active;Inactive;Inactive;36;-34.1;46;Active;Inactive;Inactive;19.2
22 06 2019 02:10:00;-12;96;16.8;Active;Active;Inactive;Inactive;36;-27.1;44;Active;Inactive;Inactive;22.8
22 06 2019 02:15:00;-10.9;56;16.8;Active;Inactive;Active;Inactive;36;-32.5;63;Active;Inactive;Active;20.4
22 06 2019 02:20:00;-13.8;64;16.8;Active;Active;Inactive;Inactive;36;-31.9;82;Active;Inactive;Inactive;20.4
22 06 2019 02:25:00;-16.5;22;16.8;Active;Active;Inactive;Inactive;24;-33.1;45;Active;Inactive;Active;21.6
22 06 2019 02:30:00;-13.5;83;16.8;Active;Active;Inactive;Inactive;36;-35;18;Active;Inactive;Active;20.4
22 06 2019 02:35:00;-14.6;48;16.8;Active;Inactive;Active;Inactive;36;-32.6;78;Active;Inactive;Inactive;21.6
22 06 2019 02:40:00;-13;83;16.8;Active;Inactive;Active;Inactive;36;-33.3;51;Active;Inactive;Active;19.2
22 06 2019 02:45:00;-13.9;46;16.8;Active;Inactive;Active;Inactive;36;-32;91;Active;Inactive;Inactive;20.4
22 06 2019 02:50:00;-14.5;63;16.8;Active;Inactive;Active;Inactive;36;-32.9;76;Active;Inactive;Inactive;21.6
22 06 2019 02:55:00;-13.3;90;16.8;Active;Inactive;Active;Inactive;24;-34.6;18;Active;Inactive;Active;21.6
22 06 2019 03:00:00;-14.1;53;16.8;Active;Inactive;Active;Inactive;36;-31.9;78;Active;Inactive;Inactive;22.8
22 06 2019 03:05:00;-14.2;51;16.8;Active;Inactive;Active;Inactive;36;-32.8;47;Active;Inactive;Active;25.2
22 06 2019 03:10:00;-13.7;61;16.8;Active;Inactive;Inactive;Active;36;-32.4;82;Active;Inactive;Inactive;21.6
22 06 2019 03:15:00;-14.2;51;16.8;Active;Inactive;Inactive;Active;24;-32.6;92;Active;Inactive;Inactive;21.6
22 06 2019 03:20:00;-13.4;67;16.8;Active;Inactive;Inactive;Active;36;-33.6;42;Active;Inactive;Active;21.6
22 06 2019 03:25:00;-14.9;41;16.8;Active;Inactive;Inactive;Active;36;-34.8;32;Active;Inactive;Active;15.6
22 06 2019 03:30:00;-14.1;65;16.8;Active;Inactive;Inactive;Active;36;-32;100;Active;Inactive;Inactive;20.4
22 06 2019 03:35:00;-17.4;0;16.8;Active;Inactive;Inactive;Active;24;-31.8;100;Active;Inactive;Inactive;21.6
22 06 2019 03:40:00;-14.6;45;16.8;Active;Inactive;Inactive;Active;36;-33.2;49;Active;Inactive;Active;21.6
22 06 2019 03:45:00;-16.2;17;16.7;Active;Inactive;Inactive;Active;36;-34.8;30;Active;Inactive;Active;21.6
22 06 2019 03:50:00;-15.4;33;16.7;Active;Inactive;Inactive;Active;24;-31.3;100;Active;Inactive;Inactive;21.6
22 06 2019 03:55:00;-8.9;64;16.6;Active;Inactive;Inactive;Inactive;36;-33.5;37;Active;Active;Inactive;21.6
22 06 2019 04:00:00;-14.6;47;16.6;Active;Inactive;Inactive;Active;36;-32.8;71;Active;Inactive;Inactive;19.2
22 06 2019 04:05:00;-16.5;12;16.6;Active;Inactive;Inactive;Inactive;36;-31;100;Active;Inactive;Inactive;21.6
22 06 2019 04:10:00;-11.8;100;16.5;Active;Inactive;Inactive;Inactive;24;-33.6;49;Active;Active;Inactive;19.2
22 06 2019 04:15:00;-15.5;39;16.4;Active;Inactive;Inactive;Inactive;36;-34.9;34;Active;Inactive;Inactive;20.4
22 06 2019 04:20:00;-14.9;41;16.3;Active;Inactive;Inactive;Active;48;-30.9;91;Active;Active;Inactive;21.6
22 06 2019 04:25:00;-14.8;43;16.3;Active;Inactive;Inactive;Active;24;-34.7;24;Active;Active;Inactive;19.2
22 06 2019 04:30:00;-12.3;87;16.3;Active;Inactive;Inactive;Active;36;-32.2;78;Active;Inactive;Inactive;21.6
22 06 2019 04:35:00;-15.7;24;16.2;Active;Inactive;Inactive;Active;36;-33.9;29;Active;Active;Inactive;21.6
22 06 2019 04:40:00;-13;75;16.1;Active;Inactive;Inactive;Active;36;-33.6;56;Active;Inactive;Inactive;20.4
22 06 2019 04:45:00;-16.2;27;16.1;Active;Inactive;Inactive;Inactive;36;-32.6;81;Active;Inactive;Inactive;20.4
22 06 2019 04:50:00;-12.3;87;16;Active;Inactive;Inactive;Inactive;24;-33.7;32;Active;Active;Inactive;21.6
22 06 2019 04:55:00;-15.5;29;16;Active;Inactive;Inactive;Inactive;36;-33.6;60;Active;Inactive;Inactive;19.2
22 06 2019 05:00:00;-13.8;64;15.9;Active;Inactive;Inactive;Inactive;36;-32.5;56;Active;Inactive;Inactive;15.6
22 06 2019 05:05:00;-14.8;47;15.9;Active;Inactive;Inactive;Inactive;24;-32.5;54;Active;Active;Inactive;21.6
22 06 2019 05:10:00;-16.5;23;15.9;Active;Inactive;Inactive;Inactive;36;-31.1;93;Active;Inactive;Inactive;19.2
22 06 2019 05:15:00;-14.9;38;15.9;Active;Active;Inactive;Inactive;24;-31.8;81;Active;Inactive;Inactive;21.6
22 06 2019 05:20:00;-14.2;49;15.9;Active;Active;Inactive;Inactive;36;-32.3;63;Active;Active;Inactive;20.4
22 06 2019 05:25:00;-13.5;69;15.9;Active;Active;Inactive;Inactive;36;-32;80;Active;Inactive;Inactive;20.4
22 06 2019 05:30:00;-15;39;15.9;Active;Active;Inactive;Inactive;24;-32.8;80;Active;Inactive;Inactive;22.8
22 06 2019 05:35:00;-14.1;55;15.9;Active;Inactive;Active;Inactive;36;-32.8;53;Active;Inactive;Inactive;21.6
22 06 2019 05:40:00;-12.9;79;15.9;Active;Inactive;Active;Inactive;36;-34.7;7;Active;Inactive;Inactive;22.8
22 06 2019 05:45:00;-15.2;37;15.9;Active;Active;Inactive;Inactive;36;-30.4;100;Active;Inactive;Inactive;24
22 06 2019 05:50:00;-12.2;88;15.9;Active;Inactive;Active;Inactive;24;-34.6;20;Active;Active;Inactive;22.8
22 06 2019 05:55:00;-16.6;8;15.9;Active;Active;Inactive;Inactive;36;-32.8;61;Active;Inactive;Inactive;19.2
22 06 2019 06:00:00;-12.4;86;15.9;Active;Active;Inactive;Inactive;36;-30.4;100;Active;Inactive;Inactive;21.6
22 06 2019 06:05:00;-13.5;70;15.9;Active;Active;Inactive;Inactive;36;-33.9;48;Active;Active;Inactive;21.6
22 06 2019 06:10:00;-15.2;45;15.9;Active;Active;Inactive;Inactive;24;-33.7;29;Active;Active;Inactive;22.8
22 06 2019 06:15:00;-16;40;15.9;Active;Active;Inactive;Inactive;36;-34;43;Active;Active;Inactive;20.4
22 06 2019 06:20:00;-14.8;72;15.9;Active;Active;Inactive;Inactive;36;-33.3;61;Active;Inactive;Inactive;20.4
22 06 2019 06:25:00;-12;94;16;Active;Active;Inactive;Inactive;36;-32;67;Active;Active;Inactive;24
22 06 2019 06:30:00;-13.3;70;16;Active;Active;Inactive;Inactive;36;-34.8;14;Active;Active;Inactive;24
22 06 2019 06:35:00;-13.1;77;16.1;Active;Active;Inactive;Inactive;36;-32.3;83;Active;Inactive;Inactive;26.4
22 06 2019 06:40:00;-15.7;38;16.1;Active;Active;Inactive;Inactive;24;-33.6;45;Active;Inactive;Active;24
22 06 2019 06:45:00;-14.2;57;16.1;Active;Inactive;Active;Inactive;36;-34.6;0;Inactive;Inactive;Inactive;24
22 06 2019 06:50:00;-15.4;46;16.1;Active;Inactive;Active;Inactive;36;-32.8;59;Active;Inactive;Inactive;26.4
22 06 2019 06:55:00;-13.7;81;16.1;Active;Inactive;Active;Inactive;36;-33.2;57;Active;Inactive;Active;18
22 06 2019 07:00:00;-11.2;43;16.1;Active;Inactive;Active;Active;36;-33.2;71;Active;Inactive;Inactive;24
22 06 2019 07:05:00;-15.7;30;16.1;Active;Inactive;Active;Active;36;-33.6;34;Active;Inactive;Active;16.8
22 06 2019 07:10:00;-13.1;81;16.2;Active;Inactive;Active;Inactive;48;-31.3;100;Active;Inactive;Inactive;19.2
22 06 2019 07:15:00;-15;42;16.2;Active;Inactive;Active;Inactive;36;-30.9;91;Active;Inactive;Active;21.6
22 06 2019 07:20:00;-15.4;23;16.4;Active;Inactive;Active;Inactive;24;-32;68;Active;Inactive;Active;22.8
22 06 2019 07:25:00;-12.2;90;16.4;Active;Inactive;Active;Inactive;36;-34.3;31;Active;Inactive;Active;21.6
22 06 2019 07:30:00;-14.9;40;16.5;Active;Inactive;Active;Active;36;-33.2;73;Active;Inactive;Active;21.6
22 06 2019 07:35:00;-14.5;44;16.6;Active;Inactive;Inactive;Active;48;-34.7;48;Active;Inactive;Inactive;20.4
22 06 2019 07:40:00;-14.8;42;16.7;Active;Inactive;Inactive;Active;36;-30.7;100;Active;Inactive;Inactive;20.4
22 06 2019 07:45:00;-14.6;46;16.9;Active;Inactive;Inactive;Active;48;-34.8;10;Active;Inactive;Active;21.6
22 06 2019 07:50:00;-12.4;92;17;Active;Inactive;Inactive;Active;36;-31.7;76;Active;Inactive;Inactive;20.4
22 06 2019 07:55:00;-16.2;14;17.1;Active;Inactive;Inactive;Active;48;-34.5;14;Active;Inactive;Active;21.6
22 06 2019 08:00:00;-14.1;62;17.3;Active;Inactive;Inactive;Active;36;-34.4;27;Active;Inactive;Active;20.4
22 06 2019 08:05:00;-13.7;70;17.5;Active;Inactive;Inactive;Active;36;-32.6;70;Active;Inactive;Inactive;19.2
22 06 2019 08:10:00;-17.1;0;17.7;Active;Inactive;Inactive;Active;36;-32.8;47;Active;Inactive;Active;21.6
22 06 2019 08:15:00;-14.5;52;17.9;Active;Inactive;Inactive;Active;48;-33.5;57;Active;Inactive;Inactive;19.2
22 06 2019 08:20:00;-13;79;18.2;Active;Inactive;Inactive;Active;36;-30.9;100;Active;Inactive;Inactive;21.6
22 06 2019 08:25:00;-14.9;24;18.6;Active;Inactive;Inactive;Active;48;-33;58;Active;Inactive;Active;20.4
22 06 2019 08:30:00;-13.3;79;18.9;Active;Inactive;Inactive;Inactive;24;-31.7;99;Active;Inactive;Inactive;19.2
22 06 2019 08:35:00;-11.6;100;19;Active;Inactive;Inactive;Inactive;48;-30.9;100;Active;Inactive;Inactive;22.8
22 06 2019 08:40:00;-14.1;59;19.2;Active;Inactive;Active;Inactive;36;-33.5;49;Active;Active;Inactive;20.4
22 06 2019 08:45:00;-13;77;19.3;Active;Active;Inactive;Inactive;48;-33.3;63;Active;Inactive;Inactive;19.2
