CNT-Porto Mós CNT-Porto Mós 09111019.csv,,CNT-Porto Mós,1566714406,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 04:30:00  29/08/2019,2.39,81.72,60.41,7,56.67,37,20.67,-7.33,-28.56,2,45,50,31.78,3.39,70.00,-29.00,33.71,0,21.83,23.28,27.94,37,18.56,2,14.60,1,74.78,58.06,78.33,1,65.00,20.72,0.00,20.56,1,12,13,4123,4122,13.49,104178,0,52758,27993,13,0,-4.00,0,4122,1,0,0,0,0,34.82,1.67,2.39,65.00,0,38,-4.00,29,13.44,6.44,82.06,56.46,-7.33,1,35.52,27.03,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.89,0.00,17.72,35.80,1.61,10.00,20.00,1,15.39,20.00,10.00,1,14.89,1.61,0.00,17.11,35.80,0,0.00,20.00,1,4.10,30.20,14.10,-3.30,4.20,5.80,14.70,231.00,231.50,230.70,18.10,25.60,18.90
 04:32:00  29/08/2019,2.39,78.17,60.41,7,60.01,45,21.50,-10.33,-30.33,2,32,32,32.94,2.61,70.00,-29.00,33.71,0,22.83,23.72,27.94,45,18.56,2,0.00,1,75.89,57.61,76.61,1,65.00,21.44,0.00,20.56,1,2,0,4123,4122,12.80,104180,0,52759,27993,0,0,-4.00,0,4122,1,0,0,0,0,34.12,0.89,2.39,65.00,0,26,-4.00,26,17.39,7.17,77.67,59.71,-10.11,1,35.52,24.73,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.50,0.00,17.72,34.70,0.89,10.00,20.00,1,16.00,20.00,10.00,1,14.89,0.89,0.00,17.11,34.70,0,0.00,20.00,1,4.10,30.20,14.10,-3.30,3.10,5.80,14.70,231.60,232.30,231.30,14.30,27.70,18.90
 04:34:00  29/08/2019,2.39,78.17,60.41,7,60.01,45,21.50,-10.33,-30.33,2,32,32,32.94,2.61,70.00,-29.00,33.71,0,22.83,23.72,27.94,45,18.56,2,0.00,1,75.89,57.61,76.61,1,65.00,21.44,0.00,20.56,1,2,0,4123,4122,12.80,104180,0,52759,27993,0,0,-4.00,0,4122,1,0,0,0,0,34.12,0.89,2.39,65.00,0,26,-4.00,26,17.39,7.17,77.67,59.71,-10.11,1,35.52,24.73,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.50,0.00,17.72,34.70,0.89,10.00,20.00,1,16.00,20.00,10.00,1,14.89,0.89,0.00,17.11,34.70,0,0.00,20.00,1,4.10,30.20,14.10,-3.30,3.10,5.80,14.70,231.60,232.30,231.30,14.30,27.70,18.90
 04:36:00  29/08/2019,2.39,79.39,60.69,7,64.25,70,22.83,-8.94,-29.89,2,30,30,32.28,2.33,70.83,-29.00,33.71,0,22.83,24.00,27.94,70,18.56,2,0.00,1,76.67,57.61,74.11,1,65.00,22.83,0.00,20.56,1,7,6,4123,4122,13.02,104181,0,52760,27993,6,0,-4.00,0,4122,1,0,0,0,0,34.21,0.89,2.39,65.00,0,17,-4.00,17,16.94,7.94,80.39,63.87,-9.11,1,35.52,25.78,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.50,0.00,17.72,34.70,0.89,10.00,20.00,1,16.00,20.00,10.00,1,14.89,0.89,0.00,17.11,34.70,0,0.00,20.00,1,4.10,30.20,14.10,-3.30,3.10,5.80,14.70,231.60,232.30,231.30,14.30,27.70,18.90
 04:38:00  29/08/2019,2.39,80.22,60.39,7,63.90,56,20.22,-7.00,-28.56,2,34,32,30.89,2.33,71.56,-29.00,33.71,0,21.11,23.67,27.94,56,18.56,2,6.20,1,75.72,57.06,67.17,1,65.00,20.44,0.00,20.56,1,16,16,4123,4122,13.69,104183,0,52760,27994,16,0,-4.00,0,4122,1,0,0,0,0,35.84,2.61,2.39,65.00,0,23,-4.00,23,16.17,9.06,83.00,63.56,-7.11,1,35.52,27.28,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,14.89,0.00,17.72,36.40,2.61,10.00,20.00,1,14.28,20.00,10.00,1,14.89,2.72,0.00,17.11,36.50,0,0.00,20.00,1,4.10,30.20,14.10,-3.30,3.10,5.80,14.70,231.60,232.30,231.30,14.30,27.70,18.90
 04:40:00  29/08/2019,2.39,80.83,60.39,7,63.16,29,18.61,-6.22,-27.39,3,41,32,30.11,2.72,71.56,-29.00,33.71,0,20.00,23.28,27.94,29,18.56,2,18.80,1,73.56,56.78,62.72,1,65.00,18.67,0.00,20.56,1,18,19,4123,4122,14.20,104183,0,52761,27994,19,0,-4.00,0,4122,1,0,0,0,0,36.41,3.28,2.39,65.00,0,32,-4.00,29,14.78,8.44,83.00,62.88,-6.28,1,35.52,27.91,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,14.61,0.00,17.72,36.90,3.11,10.00,20.00,1,14.00,20.00,10.00,1,14.89,3.22,0.00,17.11,37.00,0,0.00,20.00,1,4.10,30.20,14.10,-3.30,3.10,5.80,14.70,231.60,232.30,231.30,14.30,27.70,18.90
 04:42:00  29/08/2019,2.39,79.78,60.39,7,61.82,28,19.72,-5.72,-27.39,3,49,32,30.61,3.33,71.56,-29.00,33.71,0,20.61,23.28,27.94,28,18.56,2,22.30,1,72.28,56.78,65.33,1,65.00,19.61,0.00,20.56,1,18,19,4123,4122,14.25,104183,0,52761,27994,19,0,-4.00,0,4122,1,0,0,0,0,35.86,2.72,2.39,65.00,0,48,-4.00,29,13.33,7.56,81.06,61.52,-5.78,1,35.52,28.31,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.00,0.00,17.72,36.40,2.61,10.00,20.00,1,14.61,20.00,10.00,1,14.89,2.61,0.00,17.11,36.40,0,0.00,20.00,1,4.10,30.20,16.60,-3.30,3.10,9.00,14.70,231.00,232.30,230.00,14.90,39.80,18.90
 04:44:00  29/08/2019,2.39,81.28,60.39,7,67.14,39,21.11,-10.22,-27.89,2,49,32,31.39,3.33,69.17,-29.00,33.71,0,21.89,23.56,27.94,39,18.56,2,14.40,1,71.67,56.39,72.22,1,65.00,21.06,0.00,20.56,1,38,35,4123,4123,13.95,104187,0,52763,27995,35,0,-4.00,0,4123,1,0,0,0,0,34.72,1.67,2.39,65.00,0,33,-4.00,50,16.11,6.11,81.78,66.87,-10.00,1,35.52,24.81,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.00,0.00,17.72,35.30,1.50,10.00,20.00,1,15.61,20.00,10.00,1,14.89,2.61,0.00,17.11,36.40,0,0.00,20.00,1,4.10,30.20,16.60,-3.30,3.10,9.00,14.70,231.00,232.30,230.00,14.90,39.80,18.90
 04:46:00  29/08/2019,2.39,81.28,60.39,7,67.14,39,21.11,-10.22,-27.89,2,49,32,31.39,3.33,69.17,-29.00,33.71,0,21.89,23.56,27.94,39,18.56,2,14.40,1,71.67,56.39,72.22,1,65.00,21.06,0.00,20.56,1,38,35,4123,4123,13.95,104187,0,52763,27995,35,0,-4.00,0,4123,1,0,0,0,0,34.72,1.67,2.39,65.00,0,33,-4.00,50,16.11,6.11,81.78,66.87,-10.00,1,35.52,24.81,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.00,0.00,17.72,35.30,1.50,10.00,20.00,1,15.61,20.00,10.00,1,14.89,1.50,0.00,17.11,35.30,0,0.00,20.00,1,4.10,30.20,16.60,-3.30,3.10,9.00,14.70,231.00,232.30,230.00,14.90,39.80,18.90
 04:48:00  29/08/2019,2.39,83.67,60.39,7,64.05,41,21.11,-7.83,-28.78,2,49,32,31.83,3.06,67.28,-29.00,33.71,0,21.89,23.89,27.94,41,18.56,2,9.00,1,72.17,56.11,82.78,1,65.00,21.06,0.00,20.56,1,42,42,4123,4123,13.52,104190,0,52764,27996,42,0,-4.00,0,4123,1,0,0,0,0,35.12,1.67,2.39,65.00,0,35,-4.00,29,15.28,7.50,87.00,63.72,-7.83,1,35.52,26.65,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.72,0.00,17.72,35.30,1.78,10.00,20.00,1,15.11,20.00,10.00,1,14.89,1.89,0.00,17.11,35.30,0,0.00,20.00,1,4.10,30.20,16.60,-3.30,3.10,9.00,14.70,231.00,232.30,230.00,14.90,39.80,18.90
 04:50:00  29/08/2019,2.39,82.44,60.43,7,63.85,32,19.94,-6.89,-29.28,2,47,32,32.28,3.06,69.28,-29.00,33.71,0,21.11,23.89,27.94,32,18.56,2,14.00,1,71.33,56.11,83.78,1,65.00,19.94,0.00,20.56,1,44,42,4123,4123,13.31,104190,0,52764,27996,42,0,-4.00,0,4123,1,0,0,0,0,35.82,2.67,2.39,65.00,0,39,-4.00,29,14.94,8.00,85.78,63.52,-6.94,1,35.52,27.40,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.48,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.00,0.00,17.72,36.30,2.50,10.00,20.00,1,14.50,20.00,10.00,1,14.89,2.61,0.00,17.11,36.40,0,0.00,20.00,1,4.10,30.20,16.60,-3.30,3.10,9.00,14.70,231.00,232.30,230.00,14.90,39.80,18.90
 04:52:00  29/08/2019,2.39,81.39,60.43,7,66.35,29,19.94,-7.83,-28.67,2,49,32,31.89,3.06,71.39,-29.00,33.71,0,20.61,23.61,27.94,29,18.56,2,21.80,1,69.94,55.67,83.11,1,65.00,19.94,0.00,20.56,1,58,55,4124,4123,13.61,104192,0,52765,27996,55,0,-4.00,0,4123,1,0,0,0,0,36.13,3.00,2.39,65.00,0,44,-4.00,50,14.94,7.33,83.61,66.20,-7.61,1,35.52,26.63,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.00,0.00,17.72,36.30,2.78,10.00,20.00,1,14.22,20.00,10.00,1,14.89,2.89,0.00,17.11,36.40,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.70,4.60,16.40,231.00,232.30,231.20,16.60,20.80,10.50
 04:54:00  29/08/2019,2.39,83.89,60.43,7,62.25,35,21.22,-9.22,-28.67,2,46,50,32.17,3.33,66.28,-29.00,33.71,0,21.11,23.61,27.94,35,18.56,2,24.40,1,67.72,55.67,84.11,1,65.00,21.11,0.00,20.56,1,57,58,4124,4123,13.50,104192,0,52766,27996,58,0,-4.00,0,4123,1,0,0,0,0,35.73,2.61,2.39,65.00,0,39,-4.00,50,14.94,5.56,85.67,62.21,-9.11,1,35.52,25.54,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.00,0.00,17.72,36.30,2.78,10.00,20.00,1,14.50,20.00,10.00,1,14.89,2.61,0.00,17.11,36.40,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.70,4.60,16.40,231.00,232.30,231.20,16.60,20.80,10.50
 04:56:00  29/08/2019,2.39,83.89,60.43,7,62.25,35,21.22,-9.22,-28.67,2,46,50,32.17,3.33,66.28,-29.00,33.71,0,21.11,23.61,27.94,35,18.56,2,24.40,1,67.72,55.67,84.11,1,65.00,21.11,0.00,20.56,1,57,58,4124,4123,13.50,104192,0,52766,27996,58,0,-4.00,0,4123,1,0,0,0,0,35.73,2.61,2.39,65.00,0,39,-4.00,50,14.94,5.56,85.67,62.21,-9.11,1,35.52,25.54,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.00,0.00,17.72,36.30,2.78,10.00,20.00,1,14.50,20.00,10.00,1,14.89,2.61,0.00,17.11,36.40,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.70,4.60,16.40,231.00,232.30,231.20,16.60,20.80,10.50
 04:58:00  29/08/2019,2.39,82.83,60.48,7,56.39,41,21.22,-7.33,-29.11,2,45,50,32.17,3.33,65.61,-29.00,33.71,0,21.72,23.89,27.94,41,18.56,2,20.90,1,65.33,55.22,84.44,1,65.00,21.11,0.00,20.56,1,31,32,4124,4123,13.39,104196,0,52768,27997,32,0,-4.00,0,4123,1,0,0,0,0,35.29,2.17,2.39,65.00,0,37,-4.00,29,13.78,6.56,85.17,56.23,-7.50,1,35.52,27.04,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.39,0.00,17.72,36.30,2.11,10.00,20.00,1,15.00,20.00,10.00,1,14.89,2.11,0.00,17.11,35.90,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.70,4.60,16.40,231.00,232.30,231.20,16.60,20.80,10.50
 05:00:00  29/08/2019,2.39,78.56,60.48,7,57.68,40,20.94,-8.17,-29.39,2,44,50,32.17,2.72,68.83,-29.00,33.71,0,22.78,23.89,27.94,40,18.56,2,7.70,1,63.67,55.22,83.33,1,65.00,21.11,0.00,20.56,1,3,3,4124,4123,13.21,104201,0,52770,27998,3,0,-4.00,0,4123,1,0,0,0,0,34.45,1.28,2.39,65.00,0,36,-4.00,29,16.33,8.39,78.67,57.41,-7.94,1,35.52,26.37,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.22,0.00,17.72,35.00,1.22,10.00,20.00,1,15.72,20.00,10.00,1,14.89,1.22,0.00,17.11,35.00,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.70,4.60,16.40,231.00,232.30,231.20,16.60,20.80,10.50
 05:02:00  29/08/2019,2.39,78.56,60.48,7,63.26,54,22.00,-9.89,-30.17,2,39,50,32.17,2.17,69.22,-29.00,33.71,0,23.61,24.33,27.94,54,18.56,2,0.00,1,64.28,54.78,82.50,1,65.00,21.94,0.00,20.56,1,3,0,4124,4123,12.86,104201,0,52770,27998,0,0,-4.00,0,4123,1,0,0,0,0,33.88,0.67,2.39,65.00,0,19,-4.00,19,18.56,8.39,78.67,62.84,-10.06,1,35.52,25.05,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,16.72,0.00,17.72,34.40,0.61,10.00,20.00,1,16.28,20.00,10.00,1,14.89,0.61,0.00,17.11,34.50,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.20,4.60,16.40,231.50,232.30,231.20,15.10,20.80,12.10
 05:04:00  29/08/2019,2.39,80.61,60.48,7,64.29,64,22.00,-8.33,-30.17,2,36,50,32.17,2.17,69.22,-29.00,33.71,0,22.61,24.33,27.94,64,18.56,2,0.00,1,65.17,54.78,81.72,1,65.00,21.94,0.00,20.56,1,12,10,4124,4123,12.97,104203,0,52771,27998,10,0,-4.00,0,4123,1,0,0,0,0,34.96,1.72,2.39,65.00,0,19,-4.00,19,18.89,10.50,82.39,63.93,-8.44,1,35.52,26.23,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,17.72,35.50,1.61,10.00,20.00,1,15.22,20.00,10.00,1,14.89,1.72,0.00,17.11,35.60,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.20,4.60,16.40,231.50,232.30,231.20,15.10,20.80,12.10
 05:06:00  29/08/2019,2.39,80.61,60.48,7,64.29,64,22.00,-8.33,-30.17,2,36,50,32.17,2.17,69.22,-29.00,33.71,0,22.61,24.33,27.94,64,18.56,2,0.00,1,65.17,54.78,81.72,1,65.00,21.94,0.00,20.56,1,12,10,4124,4123,12.97,104203,0,52771,27998,10,0,-4.00,0,4123,1,0,0,0,0,34.96,1.72,2.39,65.00,0,19,-4.00,19,18.89,10.50,82.39,63.93,-8.44,1,35.52,26.23,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-3.28,30.44,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,3,1,3,1,0,20.00,0,0,0.00,15.89,15.78,0.00,17.72,35.50,1.61,10.00,20.00,1,15.22,20.00,10.00,1,14.89,1.72,0.00,17.11,35.60,0,0.00,20.00,1,2.20,30.20,10.60,-3.30,3.20,4.60,16.40,231.50,232.30,231.20,15.10,20.80,12.10
