CNT-Porto Mós CNT-Porto Mós 09111019.csv,,CNT-Porto Mós,1566714406,120
Name,AK-PC 782A:   Trec reference,AK-PC 782A:   Stw2,AK-PC 782A:   Pgc reference,AK-PC 782A:   HP control status,AK-PC 782A:   Pgc,AK-PC 782A:   Cond. requested cap.,AK-PC 782A:   Sgc ctrl.,AK-PC 782A:   Tc-LT,AK-PC 782A:   Suction temp. To-LT,AK-PC 782A:   Actual zone LT,AK-PC 782A:   Requested cap. LT,AK-PC 782A:   Running capacity LT,AK-PC 782A:   Superheat LT,AK-PC 782A:   Ss-LT,AK-PC 782A:   Sd-LT,AK-PC 782A:   Suction reference LT,AK-PC 782A:   Prec reference,AK-PC 782A:   Running capacity IT,AK-PC 782A:   Superheat IT,AK-PC 782A:   Ss-IT,AK-PC 782A:   Sd-IT,AK-PC 782A:   Cond. capacity,AK-PC 782A:   Sc3,AK-PC 782A:   Rec. control status,AK-PC 782A:   Vrec OD,AK-PC 782A:   V3tw,AK-PC 782A:   Stw3,AK-PC 782A:   Stw8,AK-PC 782A:   Stw4,AK-PC 782A:   Tw enable,AK-PC 782A:   Tw reference,AK-PC 782A:   Cond. temp.,AK-PC 782A:   Vhp OD,AK-PC 782A:   Cond. reference,AK-PC 782A:   Ejector status,AK-PC 782A:   Requested capacity,AK-PC 782A:   Vapor ejector capaci,AK-PC 782A:   Ejector 4 cycle,AK-PC 782A:   Ejector 6 cycle,AK-PC 782A:   Po-LT,AK-PC 782A:   Ejector 1 cycle,AK-PC 782A:   V3gc valve,AK-PC 782A:   Ejector 2 cycle,AK-PC 782A:   Ejector 3 cycle,AK-PC 782A:   Ejector OD,AK-PC 782A:   Suction accumulator,AK-PC 782A:   Setpoint MT,AK-PC 782A:   Requested capacit IT,AK-PC 782A:   Ejector 5 cycle,AK-PC 782A:   Ejector stop via DI,AK-PC 782A:   DI 6 input,AK-PC 782A:   Th2 Actual state,AK-PC 782A:   DI 7 input,AK-PC 782A:   DI 2 input,AK-PC 782A:   Prec,AK-PC 782A:   Trec,AK-PC 782A:   Suction reference IT,AK-PC 782A:   Tw setpoint,AK-PC 782A:   Liq. inj. status MT,AK-PC 782A:   Requested cap. MT,AK-PC 782A:   Suction reference MT,AK-PC 782A:   Running capacity MT,AK-PC 782A:   Superheat MT,AK-PC 782A:   Ss-MT,AK-PC 782A:   Sd-MT,AK-PC 782A:   Pc,AK-PC 782A:   Suction temp. To-MT,AK-PC 782A:   Tw control mode,AK-PC 782A:   Prec setpoint,AK-PC 782A:   Po-MT,AK-PC 782A:   Pump down limit IT,AK-PC 781A:   Comp 9 Cycles/24h,AK-PC 781A:   Comp 7 Cycles/24h,AK-PC 781A:   Comp 9 Run % 24h,AK-PC 781A:   Comp10 Cycles total,AK-PC 781A:   Comp 4 Run % 24h,AK-PC 781A:   Comp10 Cycles/24h,AK-PC 781A:   Comp 6 Run % 24h,AK-PC 781A:   Comp 8 Run % 24h,AK-PC 781A:   Comp 6 Cycles/24h,AK-PC 781A:   Comp 5 Cycles/24h,AK-PC 781A:   Comp 8 Cycles/24h,AK-PC 781A:   Comp 8 Cycles total,AK-PC 781A:   Comp 5 Runtime total,AK-PC 781A:   Comp 3 Cycles/24h,AK-PC 781A:   Comp 3 Run % 24h,AK-PC 781A:   Comp 2 Runtime total,AK-PC 781A:   Comp 2 Cycles total,AK-PC 781A:   Comp 2 Cycles/24h,AK-PC 781A:   Comp 2 Run % 24h,AK-PC 781A:   Comp Ctrl Ref,AK-PC 781A:   Suction Setpoint,AK-PC 781A:   Comp Running Cap,AK-PC 781A:   Suction temp. To,AK-PC 781A:   Po Pressure,AK-PC 781A:   Comp 4 Cycles/24h,AK-PC 781A:   Comp 4 Cycles total,AK-PC 781A:   Comp 4 Runtime total,AK-PC 781A:   Comp 5 Run % 24h,AK-PC 781A:   Comp 3 Runtime total,AK-PC 781A:   Comp 5 Cycles total,AK-PC 781A:   Comp 1 Cycles total,AK-PC 781A:   Comp 8 Runtime total,AK-PC 781A:   Comp 1 Runtime total,AK-PC 781A:   Comp Request Cap,AK-PC 781A:   Comp 6 Cycles total,AK-PC 781A:   Comp 6 Runtime total,AK-PC 781A:   Comp 7 Run % 24h,AK-PC 781A:   Comp 1 Cycles/24h,AK-PC 781A:   Comp 7 Cycles total,AK-PC 781A:   Comp 9 Runtime total,AK-PC 781A:   Comp10 Run % 24h,AK-PC 781A:   Comp 9 Cycles total,AK-PC 781A:   Comp 1 Run % 24h,AK-PC 781A:   Comp 7 Runtime total,AK-PC 781A:   Comp10 Runtime total,AK-PC 781A:   Comp 3 Cycles total,CTR1 Calor UTA:   --- EKC State,CTR1 Calor UTA:   u24 Valve OD %,CTR1 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   u24 Valve OD %,CTR2 Calor UTA:   u10 DI1 Status,CTR2 Calor UTA:   --- EKC State,Controlo Inj. UTA1:   Ext Ref Offset Max,Controlo Inj. UTA1:   Operation Mode,Controlo Inj. UTA1:   DI Main Switch,Controlo Inj. UTA1:   Ext Ref Offset Min,Controlo Inj. UTA1:   Actual SH Reference,Controlo Inj. UTA1:   Actual Superheat,Controlo Inj. UTA1:   Actual OD,Controlo Inj. UTA1:   S2 Suction Pipe,Controlo Inj. UTA1:   Pe Evaporator,Controlo Inj. UTA1:   Te Saturated Evapora,Controlo Inj. UTA1:   External Reference S,Controlo Inj. UTA1:   Act Ext Ref SH Of,Controlo Inj. UTA1:   Operation Status,Controlo Inj. UTA2:   Actual Superheat,Controlo Inj. UTA2:   Act Ext Ref SH Of,Controlo Inj. UTA2:   External Reference S,Controlo Inj. UTA2:   Operation Status,Controlo Inj. UTA2:   Actual SH Reference,Controlo Inj. UTA2:   Te Saturated Evapora,Controlo Inj. UTA2:   Actual OD,Controlo Inj. UTA2:   S2 Suction Pipe,Controlo Inj. UTA2:   Pe Evaporator,Controlo Inj. UTA2:   DI Main Switch,Controlo Inj. UTA2:   Ext Ref Offset Min,Controlo Inj. UTA2:   Ext Ref Offset Max,Controlo Inj. UTA2:   Controller State,Contador Energia:   Phase C kW,Contador Energia:   Peak DMD kW,Contador Energia:   Total kW,Contador Energia:   Total KVAR,Contador Energia:   Phase A kW,Contador Energia:   Phase B kW,Contador Energia:   Demand kW,Contador Energia:   Phase A Volts,Contador Energia:   Phase C Volts,Contador Energia:   Phase B Volts,Contador Energia:   Phase A Amps,Contador Energia:   Phase B Amps,Contador Energia:   Phase C Amps
 18:22:00  26/08/2019,5.33,86.28,83.03,7,81.83,100,32.11,-9.67,-28.61,2,81,84,32.22,3.39,67.44,-29.00,33.71,43,12.94,16.28,27.67,100,30.61,9,0.00,0,67.72,60.11,85.78,1,65.00,32.06,0.00,32.61,1,64,65,4032,4031,13.50,102539,0,51916,27559,65,0,-4.00,42,4031,1,0,0,0,0,36.31,3.33,2.39,65.00,0,34,-4.00,50,16.89,6.89,100.94,83.10,-9.72,1,35.52,25.22,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,22.89,22.39,2.20,25.50,37.20,3.11,8.90,17.89,12,16.78,0.22,0.10,12,13.89,3.78,47.00,20.50,37.60,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,232.30,35.30,21.90,21.30
 18:24:00  26/08/2019,5.33,86.28,82.81,7,78.60,57,29.17,-7.78,-29.50,2,78,84,32.22,2.83,67.06,-29.00,33.71,43,12.94,14.72,27.67,57,30.06,9,0.00,0,67.72,60.11,85.00,1,65.00,29.17,0.00,32.61,1,23,26,4032,4031,13.16,102545,0,51919,27560,26,0,-4.00,39,4031,1,0,0,0,0,35.11,2.00,2.39,65.00,0,34,-4.00,29,14.50,6.89,96.39,79.22,-7.83,1,35.52,26.67,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,22.39,23.00,6.30,25.11,35.80,2.00,8.90,17.39,12,13.61,0.22,0.10,12,13.39,2.89,51.50,16.61,36.70,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,232.30,35.30,21.90,21.30
 18:26:00  26/08/2019,5.33,86.83,82.45,7,82.67,44,29.83,-8.17,-29.78,2,76,84,31.89,2.06,69.44,-29.00,33.71,43,11.78,12.83,27.67,44,30.06,9,0.00,0,67.72,60.11,84.56,1,65.00,29.83,0.00,32.28,1,23,23,4032,4031,13.08,102547,0,51920,27561,23,0,-4.00,37,4031,1,0,0,0,0,34.27,1.06,2.39,65.00,0,34,-4.00,29,17.28,9.33,94.72,83.22,-7.83,1,35.52,26.39,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,22.39,23.00,6.30,25.11,35.80,2.00,8.90,17.39,12,13.61,0.22,0.10,12,13.39,2.89,51.50,16.61,36.70,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,232.30,35.30,21.90,21.30
 18:28:00  26/08/2019,5.33,86.83,82.45,7,82.67,44,29.83,-8.17,-29.78,2,76,84,31.89,2.06,69.44,-29.00,33.71,43,11.78,12.83,27.67,44,30.06,9,0.00,0,67.72,60.11,84.56,1,65.00,29.83,0.00,32.28,1,23,23,4032,4031,13.08,102547,0,51920,27561,23,0,-4.00,37,4031,1,0,0,0,0,34.27,1.06,2.39,65.00,0,34,-4.00,29,17.28,9.33,94.72,83.22,-7.83,1,35.52,26.39,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,22.00,23.72,12.60,25.11,35.00,1.22,8.90,17.00,12,13.61,0.22,0.10,12,14.22,2.00,50.80,15.61,35.80,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,232.30,35.30,21.90,21.30
 18:30:00  26/08/2019,5.33,86.17,82.16,7,83.79,33,30.28,-8.83,-29.78,2,72,84,31.89,1.67,70.06,-29.00,33.71,43,11.78,12.83,27.67,33,30.06,9,0.00,0,67.72,60.11,83.89,1,65.00,30.22,0.00,32.28,1,23,23,4032,4031,12.93,102547,0,51920,27561,23,0,-4.00,37,4031,1,0,0,0,0,34.21,1.06,2.39,65.00,0,31,-4.00,29,20.11,11.44,96.72,84.26,-8.78,1,35.52,25.88,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,21.61,23.72,17.70,25.11,35.00,1.22,8.30,16.61,12,13.61,1.61,0.80,12,14.22,2.00,50.10,15.61,35.80,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,232.30,35.30,21.90,21.30
 18:32:00  26/08/2019,5.33,85.78,81.99,7,83.61,31,31.00,-7.39,-29.78,2,70,84,31.28,1.67,70.06,-29.00,33.71,43,11.28,12.83,27.67,31,30.06,9,0.00,0,67.72,60.11,83.28,1,65.00,31.00,0.00,32.28,1,23,23,4032,4031,13.24,102547,0,51920,27561,23,0,-4.00,37,4031,1,0,0,0,0,34.81,1.56,2.39,65.00,0,34,-4.00,29,20.50,13.06,97.39,84.12,-7.50,1,35.52,27.01,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,21.22,23.00,19.00,25.11,35.60,1.78,8.30,16.22,12,14.61,2.61,1.30,12,14.22,2.50,48.80,17.22,36.30,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,233.30,35.30,20.80,21.30
 18:34:00  26/08/2019,5.33,85.78,81.99,7,84.56,30,31.44,-6.44,-29.06,2,71,84,31.28,2.11,71.11,-29.00,33.71,43,10.89,12.83,27.67,30,30.06,9,0.00,0,67.72,60.11,82.83,1,65.00,31.39,0.00,32.28,1,23,23,4032,4031,13.40,102547,0,51920,27561,23,0,-4.00,37,4031,1,0,0,0,0,35.40,2.22,2.39,65.00,0,41,-4.00,29,20.50,13.78,96.83,85.15,-6.50,1,35.52,27.73,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.83,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,20.78,22.39,19.60,25.11,36.20,2.39,8.30,15.78,12,14.89,2.22,1.30,12,13.50,3.11,49.50,18.11,36.80,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,233.30,35.30,20.80,21.30
 18:36:00  26/08/2019,5.33,85.78,82.07,7,83.28,27,31.44,-8.61,-28.78,2,72,84,31.28,2.67,71.72,-29.00,33.71,43,9.72,13.50,27.67,27,30.06,9,1.90,0,67.72,60.11,82.33,1,65.00,31.39,0.00,32.28,1,24,26,4032,4031,13.51,102547,0,51920,27561,26,0,-4.00,43,4032,1,0,0,0,0,36.99,3.67,2.39,65.00,0,43,-4.00,50,20.06,11.28,96.39,84.50,-8.33,1,35.52,26.05,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,20.39,20.78,16.10,25.11,37.80,4.00,7.70,15.39,12,12.28,1.22,0.60,12,11.61,4.50,46.30,16.89,38.30,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,233.30,35.30,20.80,21.30
 18:38:00  26/08/2019,5.33,85.78,82.07,7,83.28,27,31.44,-8.61,-28.78,2,72,84,31.28,2.67,71.72,-29.00,33.71,43,9.72,13.50,27.67,27,30.06,9,1.90,0,67.72,60.11,82.33,1,65.00,31.39,0.00,32.28,1,24,26,4032,4031,13.51,102547,0,51920,27561,26,0,-4.00,43,4032,1,0,0,0,0,36.99,3.67,2.39,65.00,0,43,-4.00,50,20.06,11.28,96.39,84.50,-8.33,1,35.52,26.05,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,20.39,20.78,16.10,25.11,37.80,4.00,7.70,15.39,12,12.28,1.22,0.60,12,11.61,4.50,46.30,16.89,38.30,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,233.30,35.30,20.80,21.30
 18:40:00  26/08/2019,5.33,85.78,82.00,7,83.39,89,30.83,-9.61,-28.78,2,72,84,32.17,3.17,69.50,-29.00,33.71,43,11.67,13.83,27.67,90,29.72,9,0.00,0,67.72,60.11,81.89,1,65.00,31.39,0.00,32.28,1,18,16,4032,4031,13.41,102549,0,51921,27562,16,0,-4.00,43,4032,1,0,0,0,0,35.63,2.50,2.39,65.00,0,36,-4.00,50,16.44,6.78,95.56,84.24,-9.50,1,35.52,25.27,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,20.00,21.89,23.20,24.72,36.50,2.72,7.70,15.00,12,10.78,0.22,0.10,12,10.39,3.72,54.20,14.50,37.40,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,8.10,4.60,19.00,231.10,232.70,233.30,35.30,20.80,21.30
 18:42:00  26/08/2019,5.33,86.22,81.48,7,86.96,49,28.61,-8.00,-29.33,2,70,84,32.17,2.78,68.17,-29.00,33.71,44,8.89,11.50,27.67,49,29.28,9,0.00,0,67.72,60.11,81.39,1,65.00,28.67,0.00,31.83,1,49,48,4032,4032,13.25,102554,0,51924,27563,48,0,-4.00,44,4032,1,0,0,0,0,35.78,2.50,2.39,65.00,0,35,-4.00,29,17.06,9.39,97.67,87.52,-8.00,1,35.52,26.53,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,19.61,21.50,27.30,24.72,36.50,2.72,7.70,14.61,12,10.78,0.22,0.10,12,12.22,3.39,45.30,14.22,37.40,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,17.50,231.10,232.70,233.30,44.10,22.20,21.30
 18:44:00  26/08/2019,5.33,84.78,81.02,7,84.16,39,29.56,-8.00,-29.33,2,68,84,32.61,3.11,69.44,-29.00,33.71,46,9.56,12.56,27.67,39,29.28,9,0.00,0,67.72,59.83,80.61,1,65.00,29.50,0.00,31.83,1,53,52,4033,4032,13.16,102554,0,51924,27563,52,0,-4.00,46,4032,1,0,0,0,0,36.06,2.94,2.39,65.00,0,36,-4.00,29,19.44,11.72,95.94,84.91,-8.00,1,35.52,26.73,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,19.22,21.00,29.20,24.28,37.00,3.22,7.10,14.22,12,12.78,0.22,0.10,12,12.22,3.72,46.00,16.61,37.40,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,17.50,231.10,232.70,233.30,44.10,22.20,21.30
 18:46:00  26/08/2019,5.33,84.33,80.82,7,84.05,33,30.11,-6.72,-29.33,2,67,84,32.61,3.11,70.61,-29.00,33.71,48,9.56,12.56,27.67,33,29.28,9,0.00,0,67.72,59.83,80.17,1,65.00,30.00,0.00,31.50,1,53,52,4033,4032,13.22,102554,0,51924,27563,52,0,-4.00,48,4032,1,0,0,0,0,36.16,2.94,2.39,65.00,0,41,-4.00,29,19.72,13.00,94.06,84.86,-6.78,1,35.52,27.52,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,18.78,20.39,31.70,23.89,37.00,3.22,7.10,13.78,12,13.72,0.22,0.10,12,12.22,3.72,47.80,17.72,37.40,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,17.50,231.10,232.70,233.30,44.10,22.20,21.30
 18:48:00  26/08/2019,5.33,84.33,80.82,7,84.05,33,30.11,-6.72,-29.33,2,67,84,32.61,3.11,70.61,-29.00,33.71,48,9.56,12.56,27.67,33,29.28,9,0.00,0,67.72,59.83,80.17,1,65.00,30.00,0.00,31.50,1,53,52,4033,4032,13.22,102554,0,51924,27563,52,0,-4.00,48,4032,1,0,0,0,0,36.16,2.94,2.39,65.00,0,41,-4.00,29,19.72,13.00,94.06,84.86,-6.78,1,35.52,27.52,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,18.78,20.39,31.70,23.89,37.00,3.22,7.10,13.78,12,13.72,0.22,0.10,12,12.22,3.72,47.80,17.72,37.40,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,17.50,231.10,232.70,233.30,44.10,22.20,21.30
 18:50:00  26/08/2019,5.33,84.33,80.76,7,85.56,37,30.94,-8.17,-30.33,2,66,84,33.72,3.44,72.39,-29.00,33.71,49,9.56,13.00,27.67,37,29.28,9,0.00,0,67.72,59.83,79.61,1,65.00,30.94,0.00,31.50,1,61,61,4033,4032,12.80,102556,0,51925,27563,61,0,-4.00,53,4032,1,0,0,0,0,36.73,3.50,2.39,65.00,0,44,-4.00,50,20.94,13.00,93.56,86.81,-7.78,1,35.52,26.37,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,18.39,19.50,31.70,23.61,37.80,4.00,7.10,13.39,12,12.00,0.22,0.10,12,11.22,4.50,47.80,16.50,38.30,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,17.50,231.10,232.70,233.30,44.10,22.20,21.30
 18:52:00  26/08/2019,5.33,84.72,80.76,7,84.47,36,30.94,-10.17,-28.50,2,66,66,32.44,4.00,72.11,-29.00,33.71,58,10.67,14.11,27.67,36,29.28,9,0.00,0,67.72,59.83,79.17,1,65.00,30.94,0.00,31.50,1,67,65,4033,4032,13.77,102556,0,51925,27564,65,0,-4.00,58,4032,1,0,0,0,0,36.55,3.50,2.39,65.00,0,32,-4.00,50,17.28,6.94,95.44,86.02,-10.06,1,35.52,24.78,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,18.00,19.50,34.50,23.61,37.80,4.00,6.50,13.00,12,11.61,0.22,0.10,12,10.39,4.50,49.60,15.89,38.30,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,19.10,231.10,233.30,233.30,44.10,21.10,21.30
 18:54:00  26/08/2019,5.33,84.22,80.69,7,79.67,38,31.72,-7.89,-27.72,2,72,66,31.44,3.72,70.17,-29.00,33.71,59,11.00,13.78,27.67,38,29.28,9,0.00,0,67.72,59.83,78.83,1,65.00,31.61,0.00,31.50,1,57,58,4033,4032,14.05,102558,0,51926,27564,58,0,-4.00,59,4032,1,0,0,0,0,35.95,2.83,2.39,65.00,0,34,-4.00,29,15.94,8.22,94.78,81.05,-7.89,1,35.52,26.62,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.72,19.50,39.10,22.89,37.10,3.39,6.50,12.72,12,11.61,0.22,0.10,12,9.61,3.78,55.30,15.61,37.60,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,19.10,231.10,233.30,233.30,44.10,21.10,21.30
 18:56:00  26/08/2019,5.33,83.78,80.69,7,77.80,39,31.72,-7.28,-27.72,2,77,66,31.06,3.33,69.89,-29.00,33.71,60,9.89,12.94,27.67,39,29.28,9,0.00,0,67.72,59.83,78.28,1,65.00,31.61,0.00,31.50,1,37,39,4033,4032,14.05,102561,0,51927,27565,39,0,-4.00,60,4032,1,0,0,0,0,36.09,2.83,2.39,65.00,0,37,-4.00,29,17.11,9.83,91.72,79.35,-7.33,1,35.52,27.06,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.72,18.89,41.00,22.61,37.10,3.39,6.50,12.72,12,10.11,0.22,0.10,12,9.28,3.78,55.30,14.22,37.60,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,19.10,231.10,233.30,233.30,44.10,21.10,21.30
 18:58:00  26/08/2019,5.33,82.83,80.61,7,77.20,88,30.44,-5.83,-28.00,2,80,66,31.06,3.33,70.22,-29.00,33.71,57,9.89,11.33,27.67,88,29.28,9,0.00,0,67.72,59.83,77.78,1,65.00,30.67,0.00,31.50,1,4,3,4033,4032,13.92,102567,0,51930,27566,3,0,-4.00,57,4032,1,0,0,0,0,34.95,1.78,2.39,65.00,0,47,-4.00,29,17.11,11.33,88.83,78.50,-5.94,1,35.52,28.25,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-1.83,31.86,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,0,2,1,2,1,0,20.00,0,1,0.00,17.39,19.22,47.20,22.00,36.50,2.78,6.50,12.39,12,8.39,0.22,0.10,12,8.78,3.22,59.70,11.39,37.00,1,0.00,20.00,2,4.50,30.20,19.40,-5.50,9.90,4.60,19.10,231.10,233.30,233.30,44.10,21.10,21.30
